zipf\tengine\tkeys\trw\tops\tbatch_size\taverage_commit
0.0	ariaer_cache_fix	40000	80	100	1000	46971.8
0.2	ariaer_cache_fix	40000	80	100	1000	41502.7
0.4	ariaer_cache_fix	40000	80	100	1000	31540.5
0.6	ariaer_cache_fix	40000	80	100	1000	12741.9
0.8	ariaer_cache_fix	40000	80	100	1000	1905.1
0.9	ariaer_cache_fix	40000	80	100	1000	534.2
0.0	ariaer_cache_fix	40000	80	100	4000	14287
0.2	ariaer_cache_fix	40000	80	100	4000	12404.4
0.4	ariaer_cache_fix	40000	80	100	4000	9199.2
0.6	ariaer_cache_fix	40000	80	100	4000	3715
0.8	ariaer_cache_fix	40000	80	100	4000	493.3
0.9	ariaer_cache_fix	40000	80	100	4000	136.6
0.0	ariaer_cache_fix	40000	80	10	1000	760011
0.2	ariaer_cache_fix	40000	80	10	1000	494920
0.4	ariaer_cache_fix	40000	80	10	1000	492894
0.6	ariaer_cache_fix	40000	80	10	1000	481723
0.8	ariaer_cache_fix	40000	80	10	1000	379495
0.9	ariaer_cache_fix	40000	80	10	1000	289123
0.0	ariaer_cache_fix	40000	80	10	4000	711160
0.2	ariaer_cache_fix	40000	80	10	4000	468252
0.4	ariaer_cache_fix	40000	80	10	4000	463083
0.6	ariaer_cache_fix	40000	80	10	4000	426777
0.8	ariaer_cache_fix	40000	80	10	4000	305685
0.9	ariaer_cache_fix	40000	80	10	4000	230158
0.0	ariaer	40000	80	100	1000	48064.4
0.2	ariaer	40000	80	100	1000	41928.7
0.4	ariaer	40000	80	100	1000	31861.1
0.6	ariaer	40000	80	100	1000	12889.9
0.8	ariaer	40000	80	100	1000	1904
0.9	ariaer	40000	80	100	1000	549.8
0.0	ariaer	40000	80	100	4000	14477
0.2	ariaer	40000	80	100	4000	12518.3
0.4	ariaer	40000	80	100	4000	9286.4
0.6	ariaer	40000	80	100	4000	3746
0.8	ariaer	40000	80	100	4000	503.2
0.9	ariaer	40000	80	100	4000	140.3
0.0	ariaer	40000	80	10	1000	814961
0.2	ariaer	40000	80	10	1000	505798
0.4	ariaer	40000	80	10	1000	504493
0.6	ariaer	40000	80	10	1000	491193
0.8	ariaer	40000	80	10	1000	392195
0.9	ariaer	40000	80	10	1000	299079
0.0	ariaer	40000	80	10	4000	749230
0.2	ariaer	40000	80	10	4000	479695
0.4	ariaer	40000	80	10	4000	473610
0.6	ariaer	40000	80	10	4000	436373
0.8	ariaer	40000	80	10	4000	314818
0.9	ariaer	40000	80	10	4000	237226
0.0	aria	40000	80	100	1000	41325.4
0.2	aria	40000	80	100	1000	35913.9
0.4	aria	40000	80	100	1000	25589.7
0.6	aria	40000	80	100	1000	7951
0.8	aria	40000	80	100	1000	822.8
0.9	aria	40000	80	100	1000	284.9
0.0	aria	40000	80	100	4000	10866.5
0.2	aria	40000	80	100	4000	9307.7
0.4	aria	40000	80	100	4000	6578.2
0.6	aria	40000	80	100	4000	2007.5
0.8	aria	40000	80	100	4000	203.3
0.9	aria	40000	80	100	4000	73
0.0	aria	40000	80	10	1000	816300
0.2	aria	40000	80	10	1000	505593
0.4	aria	40000	80	10	1000	505911
0.6	aria	40000	80	10	1000	491784
0.8	aria	40000	80	10	1000	385762
0.9	aria	40000	80	10	1000	283933
0.0	aria	40000	80	10	4000	753841
0.2	aria	40000	80	10	4000	478504
0.4	aria	40000	80	10	4000	479941
0.6	aria	40000	80	10	4000	436430
0.8	aria	40000	80	10	4000	300170
0.9	aria	40000	80	10	4000	217059
