zipf,engine,keys,read_write_ratio,ops_per_txn,batch_size,threads,partitions,average_commit,total_commit
0.0,ariaer_sleep,40000,80,10,1000,12,12,787751,787751
0.1,ariaer_sleep,40000,80,10,1000,12,12,500504,500504
0.2,ariaer_sleep,40000,80,10,1000,12,12,498797,498797
0.3,ariaer_sleep,40000,80,10,1000,12,12,498245,498245
0.4,ariaer_sleep,40000,80,10,1000,12,12,498783,498783
0.5,ariaer_sleep,40000,80,10,1000,12,12,468866,468866
0.6,ariaer_sleep,40000,80,10,1000,12,12,333659,333659
0.7,ariaer_sleep,40000,80,10,1000,12,12,241076,241076
0.8,ariaer_sleep,40000,80,10,1000,12,12,182968,182968
0.99,ariaer_sleep,40000,80,10,1000,12,12,126022,126022
0.9,ariaer_sleep,40000,80,10,1000,12,12,147016,147016
0.0,aria_sleep,40000,80,10,1000,12,12,762668,762668
0.1,aria_sleep,40000,80,10,1000,12,12,500315,500315
0.2,aria_sleep,40000,80,10,1000,12,12,500092,500092
0.3,aria_sleep,40000,80,10,1000,12,12,499626,499626
0.4,aria_sleep,40000,80,10,1000,12,12,496355,496355
0.5,aria_sleep,40000,80,10,1000,12,12,945.1,945.1
0.6,aria_sleep,40000,80,10,1000,12,12,726.4,726.4
0.7,aria_sleep,40000,80,10,1000,12,12,179.8,179.8
0.8,aria_sleep,40000,80,10,1000,12,12,69.6,69.6
0.99,aria_sleep,40000,80,10,1000,12,12,15.4,15.4
0.9,aria_sleep,40000,80,10,1000,12,12,25.7,25.7
