zipf,aria_abort_lock_fix,ariaer_abort_lock_fix,ariaer_cache_fix_v2_abort_lock_fix
0.0,10483.6,15200.8,15151.4
0.2,10149.5,14422.5,14465.2
0.4,8580.5,12061,12095.7
0.6,5882.4,9187,9168.7
0.8,2178.6,4662.4,4649.2
0.9,1219.5,2477.1,2470.3
