zipf,aria_abort_lock_fix,ariaer_abort_lock_fix,ariaer_ariafb_abort_lock_fix,ariaer_cache_fix_v2_abort_lock_fix,ariaer_cache_fix_v2_ariafb_abort_lock_fix,ariafb_abort_lock_fix
0.0,1808.6,2187.5,30363.8,2140.7,30340.3,30399.9
0.2,1734.5,2120,29561,2155.6,29548.9,29489.6
0.4,1415.6,1743.5,26918,1739.9,27095.7,26969.1
0.6,228.9,544.7,15968.3,549.4,16000.2,15983.4
0.8,33.3,50.1,7129.7,52.1,7123.7,7135.7
0.9,24.8,29.3,6811.5,29.7,6825.3,6806.5
