zipf,aria_abort_lock_fix,ariaer_abort_lock_fix,ariaer_ariafb_abort_lock_fix,ariaer_cache_fix_v2_abort_lock_fix,ariaer_cache_fix_v2_ariafb_abort_lock_fix,ariafb_abort_lock_fix
0.0,7674.8,11801.5,49973.9,11865.7,50168.2,50153.6
0.2,7234.5,11123.6,47773.2,11127.6,47878.8,47725.8
0.4,4964,7599.1,44404.9,7434.7,44530,44657.2
0.6,2686.5,4124.2,29756.4,4146.9,29887.6,29730.8
0.8,404.6,1558.2,13238.1,1562.9,13255,13248.2
0.9,159.3,669.9,11072.8,669.2,11094.2,11071.6
