zipf,engine,keys,read_write_ratio,ops_per_txn,batch_size,threads,partitions,average_commit,total_commit
0.0,aria_abort_lock_fix,40000,50,100,1000,12,12,4328,4328
0.2,aria_abort_lock_fix,40000,50,100,1000,12,12,8545.2,8545.2
0.4,aria_abort_lock_fix,40000,50,100,1000,12,12,1212.4,1212.4
0.6,aria_abort_lock_fix,40000,50,100,1000,12,12,1338.9,1338.9
0.8,aria_abort_lock_fix,40000,50,100,1000,12,12,26.9,26.9
0.9,aria_abort_lock_fix,40000,50,100,1000,12,12,86.4,86.4
0.0,aria_abort_lock_fix,40000,50,100,4000,12,12,753.5,753.5
0.2,aria_abort_lock_fix,40000,50,100,4000,12,12,2168.4,2168.4
0.4,aria_abort_lock_fix,40000,50,100,4000,12,12,479.3,479.3
0.6,aria_abort_lock_fix,40000,50,100,4000,12,12,343,343
0.8,aria_abort_lock_fix,40000,50,100,4000,12,12,31.3,31.3
0.9,aria_abort_lock_fix,40000,50,100,4000,12,12,22.8,22.8
0.0,aria_abort_lock_fix,40000,50,10,1000,12,12,566253,566253
0.2,aria_abort_lock_fix,40000,50,10,1000,12,12,390180,390180
0.4,aria_abort_lock_fix,40000,50,10,1000,12,12,384683,384683
0.6,aria_abort_lock_fix,40000,50,10,1000,12,12,339310,339310
0.8,aria_abort_lock_fix,40000,50,10,1000,12,12,170539,170539
0.9,aria_abort_lock_fix,40000,50,10,1000,12,12,80465.2,80465.2
0.0,aria_abort_lock_fix,40000,50,10,4000,12,12,479699,479699
0.2,aria_abort_lock_fix,40000,50,10,4000,12,12,338110,338110
0.4,aria_abort_lock_fix,40000,50,10,4000,12,12,322019,322019
0.6,aria_abort_lock_fix,40000,50,10,4000,12,12,240243,240243
0.8,aria_abort_lock_fix,40000,50,10,4000,12,12,14978,14978
0.9,aria_abort_lock_fix,40000,50,10,4000,12,12,40439,40439
0.0,aria_abort_lock_fix,40000,80,100,1000,12,12,40207.6,40207.6
0.2,aria_abort_lock_fix,40000,80,100,1000,12,12,6110.8,6110.8
0.4,aria_abort_lock_fix,40000,80,100,1000,12,12,24926.4,24926.4
0.6,aria_abort_lock_fix,40000,80,100,1000,12,12,7841.6,7841.6
0.8,aria_abort_lock_fix,40000,80,100,1000,12,12,790.5,790.5
0.9,aria_abort_lock_fix,40000,80,100,1000,12,12,277.6,277.6
0.0,aria_abort_lock_fix,40000,80,100,4000,12,12,10484.2,10484.2
0.2,aria_abort_lock_fix,40000,80,100,4000,12,12,9134.1,9134.1
0.4,aria_abort_lock_fix,40000,80,100,4000,12,12,6360.5,6360.5
0.6,aria_abort_lock_fix,40000,80,100,4000,12,12,1925.9,1925.9
0.8,aria_abort_lock_fix,40000,80,100,4000,12,12,198.9,198.9
0.9,aria_abort_lock_fix,40000,80,100,4000,12,12,71.1,71.1
0.0,aria_abort_lock_fix,40000,80,10,1000,12,12,780010,780010
0.2,aria_abort_lock_fix,40000,80,10,1000,12,12,25992.1,25992.1
0.4,aria_abort_lock_fix,40000,80,10,1000,12,12,494710,494710
0.6,aria_abort_lock_fix,40000,80,10,1000,12,12,24155.7,24155.7
0.8,aria_abort_lock_fix,40000,80,10,1000,12,12,374437,374437
0.9,aria_abort_lock_fix,40000,80,10,1000,12,12,283051,283051
0.0,aria_abort_lock_fix,40000,80,10,4000,12,12,738105,738105
0.2,aria_abort_lock_fix,40000,80,10,4000,12,12,67268.4,67268.4
0.4,aria_abort_lock_fix,40000,80,10,4000,12,12,467611,467611
0.6,aria_abort_lock_fix,40000,80,10,4000,12,12,69152.8,69152.8
0.8,aria_abort_lock_fix,40000,80,10,4000,12,12,294384,294384
0.9,aria_abort_lock_fix,40000,80,10,4000,12,12,216242,216242
0.0,ariaer_abort_lock_fix,40000,50,100,1000,12,12,2919.8,2919.8
0.2,ariaer_abort_lock_fix,40000,50,100,1000,12,12,11043.2,11043.2
0.4,ariaer_abort_lock_fix,40000,50,100,1000,12,12,7590.1,7590.1
0.6,ariaer_abort_lock_fix,40000,50,100,1000,12,12,1899.3,1899.3
0.8,ariaer_abort_lock_fix,40000,50,100,1000,12,12,149.3,149.3
0.9,ariaer_abort_lock_fix,40000,50,100,1000,12,12,91.2,91.2
0.0,ariaer_abort_lock_fix,40000,50,100,4000,12,12,3019,3019
0.2,ariaer_abort_lock_fix,40000,50,100,4000,12,12,2869.4,2869.4
0.4,ariaer_abort_lock_fix,40000,50,100,4000,12,12,1971.9,1971.9
0.6,ariaer_abort_lock_fix,40000,50,100,4000,12,12,488,488
0.8,ariaer_abort_lock_fix,40000,50,100,4000,12,12,37.1,37.1
0.9,ariaer_abort_lock_fix,40000,50,100,4000,12,12,22.5,22.5
0.0,ariaer_abort_lock_fix,40000,50,10,1000,12,12,573398,573398
0.2,ariaer_abort_lock_fix,40000,50,10,1000,12,12,67647.9,67647.9
0.4,ariaer_abort_lock_fix,40000,50,10,1000,12,12,382982,382982
0.6,ariaer_abort_lock_fix,40000,50,10,1000,12,12,340053,340053
0.8,ariaer_abort_lock_fix,40000,50,10,1000,12,12,103979,103979
0.9,ariaer_abort_lock_fix,40000,50,10,1000,12,12,91675.7,91675.7
0.0,ariaer_abort_lock_fix,40000,50,10,4000,12,12,62253.3,62253.3
0.2,ariaer_abort_lock_fix,40000,50,10,4000,12,12,58334,58334
0.4,ariaer_abort_lock_fix,40000,50,10,4000,12,12,320339,320339
0.6,ariaer_abort_lock_fix,40000,50,10,4000,12,12,247490,247490
0.8,ariaer_abort_lock_fix,40000,50,10,4000,12,12,15017.4,15017.4
0.9,ariaer_abort_lock_fix,40000,50,10,4000,12,12,51023.1,51023.1
0.0,ariaer_abort_lock_fix,40000,80,100,1000,12,12,47818.5,47818.5
0.2,ariaer_abort_lock_fix,40000,80,100,1000,12,12,5609.6,5609.6
0.4,ariaer_abort_lock_fix,40000,80,100,1000,12,12,31047.9,31047.9
0.6,ariaer_abort_lock_fix,40000,80,100,1000,12,12,12581,12581
0.8,ariaer_abort_lock_fix,40000,80,100,1000,12,12,1862.5,1862.5
0.9,ariaer_abort_lock_fix,40000,80,100,1000,12,12,538.5,538.5
0.0,ariaer_abort_lock_fix,40000,80,100,4000,12,12,14537.7,14537.7
0.2,ariaer_abort_lock_fix,40000,80,100,4000,12,12,11731.5,11731.5
0.4,ariaer_abort_lock_fix,40000,80,100,4000,12,12,8975.7,8975.7
0.6,ariaer_abort_lock_fix,40000,80,100,4000,12,12,3607.6,3607.6
0.8,ariaer_abort_lock_fix,40000,80,100,4000,12,12,505.3,505.3
0.9,ariaer_abort_lock_fix,40000,80,100,4000,12,12,133.4,133.4
0.0,ariaer_abort_lock_fix,40000,80,10,1000,12,12,809540,809540
0.2,ariaer_abort_lock_fix,40000,80,10,1000,12,12,66481.4,66481.4
0.4,ariaer_abort_lock_fix,40000,80,10,1000,12,12,490744,490744
0.6,ariaer_abort_lock_fix,40000,80,10,1000,12,12,122934,122934
0.8,ariaer_abort_lock_fix,40000,80,10,1000,12,12,382568,382568
0.9,ariaer_abort_lock_fix,40000,80,10,1000,12,12,291802,291802
0.0,ariaer_abort_lock_fix,40000,80,10,4000,12,12,740625,740625
0.2,ariaer_abort_lock_fix,40000,80,10,4000,12,12,464761,464761
0.4,ariaer_abort_lock_fix,40000,80,10,4000,12,12,465014,465014
0.6,ariaer_abort_lock_fix,40000,80,10,4000,12,12,433940,433940
0.8,ariaer_abort_lock_fix,40000,80,10,4000,12,12,310603,310603
0.9,ariaer_abort_lock_fix,40000,80,10,4000,12,12,234487,234487
0.0,ariaer_cache_fix_abort_lock_fix,40000,50,100,1000,12,12,12231.3,12231.3
0.2,ariaer_cache_fix_abort_lock_fix,40000,50,100,1000,12,12,9580.2,9580.2
0.4,ariaer_cache_fix_abort_lock_fix,40000,50,100,1000,12,12,7675,7675
0.6,ariaer_cache_fix_abort_lock_fix,40000,50,100,1000,12,12,1925.2,1925.2
0.8,ariaer_cache_fix_abort_lock_fix,40000,50,100,1000,12,12,155.2,155.2
0.9,ariaer_cache_fix_abort_lock_fix,40000,50,100,1000,12,12,91,91
0.0,ariaer_cache_fix_abort_lock_fix,40000,50,100,4000,12,12,3193.2,3193.2
0.2,ariaer_cache_fix_abort_lock_fix,40000,50,100,4000,12,12,2809,2809
0.4,ariaer_cache_fix_abort_lock_fix,40000,50,100,4000,12,12,2009,2009
0.6,ariaer_cache_fix_abort_lock_fix,40000,50,100,4000,12,12,494,494
0.8,ariaer_cache_fix_abort_lock_fix,40000,50,100,4000,12,12,35.4,35.4
0.9,ariaer_cache_fix_abort_lock_fix,40000,50,100,4000,12,12,22.4,22.4
0.0,ariaer_cache_fix_abort_lock_fix,40000,50,10,1000,12,12,530175,530175
0.2,ariaer_cache_fix_abort_lock_fix,40000,50,10,1000,12,12,381535,381535
0.4,ariaer_cache_fix_abort_lock_fix,40000,50,10,1000,12,12,384130,384130
0.6,ariaer_cache_fix_abort_lock_fix,40000,50,10,1000,12,12,339709,339709
0.8,ariaer_cache_fix_abort_lock_fix,40000,50,10,1000,12,12,179039,179039
0.9,ariaer_cache_fix_abort_lock_fix,40000,50,10,1000,12,12,90395.1,90395.1
0.0,ariaer_cache_fix_abort_lock_fix,40000,50,10,4000,12,12,455571,455571
0.2,ariaer_cache_fix_abort_lock_fix,40000,50,10,4000,12,12,57913,57913
0.4,ariaer_cache_fix_abort_lock_fix,40000,50,10,4000,12,12,320236,320236
0.6,ariaer_cache_fix_abort_lock_fix,40000,50,10,4000,12,12,246366,246366
0.8,ariaer_cache_fix_abort_lock_fix,40000,50,10,4000,12,12,106437,106437
0.9,ariaer_cache_fix_abort_lock_fix,40000,50,10,4000,12,12,50018.7,50018.7
0.0,ariaer_cache_fix_abort_lock_fix,40000,80,100,1000,12,12,46473.7,46473.7
0.2,ariaer_cache_fix_abort_lock_fix,40000,80,100,1000,12,12,40570.4,40570.4
0.4,ariaer_cache_fix_abort_lock_fix,40000,80,100,1000,12,12,31448.2,31448.2
0.6,ariaer_cache_fix_abort_lock_fix,40000,80,100,1000,12,12,12766.4,12766.4
0.8,ariaer_cache_fix_abort_lock_fix,40000,80,100,1000,12,12,1899.5,1899.5
0.9,ariaer_cache_fix_abort_lock_fix,40000,80,100,1000,12,12,536.8,536.8
0.0,ariaer_cache_fix_abort_lock_fix,40000,80,100,4000,12,12,13884.4,13884.4
0.2,ariaer_cache_fix_abort_lock_fix,40000,80,100,4000,12,12,11997.7,11997.7
0.4,ariaer_cache_fix_abort_lock_fix,40000,80,100,4000,12,12,9207.9,9207.9
0.6,ariaer_cache_fix_abort_lock_fix,40000,80,100,4000,12,12,3723.5,3723.5
0.8,ariaer_cache_fix_abort_lock_fix,40000,80,100,4000,12,12,509.2,509.2
0.9,ariaer_cache_fix_abort_lock_fix,40000,80,100,4000,12,12,139.8,139.8
0.0,ariaer_cache_fix_abort_lock_fix,40000,80,10,1000,12,12,741200,741200
0.2,ariaer_cache_fix_abort_lock_fix,40000,80,10,1000,12,12,481614,481614
0.4,ariaer_cache_fix_abort_lock_fix,40000,80,10,1000,12,12,491899,491899
0.6,ariaer_cache_fix_abort_lock_fix,40000,80,10,1000,12,12,481991,481991
0.8,ariaer_cache_fix_abort_lock_fix,40000,80,10,1000,12,12,378931,378931
0.9,ariaer_cache_fix_abort_lock_fix,40000,80,10,1000,12,12,288279,288279
0.0,ariaer_cache_fix_abort_lock_fix,40000,80,10,4000,12,12,104220,104220
0.2,ariaer_cache_fix_abort_lock_fix,40000,80,10,4000,12,12,461695,461695
0.4,ariaer_cache_fix_abort_lock_fix,40000,80,10,4000,12,12,460400,460400
0.6,ariaer_cache_fix_abort_lock_fix,40000,80,10,4000,12,12,428916,428916
0.8,ariaer_cache_fix_abort_lock_fix,40000,80,10,4000,12,12,305635,305635
0.9,ariaer_cache_fix_abort_lock_fix,40000,80,10,4000,12,12,228433,228433
0.0,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,12642.6,12642.6
0.2,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,11195,11195
0.4,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,7726.6,7726.6
0.6,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,1929.3,1929.3
0.8,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,149.6,149.6
0.9,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,92.6,92.6
