zipf,aria,ariaer_cache_fix_v2
0.0,1.884473450502968,1.5235905411466826
0.1,1.9132412802298666,1.5485366727951804
0.2,2.050492352817934,1.6440200600652382
0.3,2.4004756949606065,1.9098954797002023
0.4,3.338615239092878,2.572276099922479
0.5,5.867531331973185,4.226731382859198
0.6,13.601804850535816,8.479738684378752
0.7,41.99779680892648,20.95301898136219
0.8,154.33357969943336,69.48194908180301
0.9,459.01251738525724,260.39107175797824
0.99,772.6159865846842,611.9850187265918
