zipf,aria_over_ariaer_abort_commit
0.0,1.2368634482888547
0.1,1.2355156412126667
0.2,1.2472429033113905
0.3,1.2568623364339346
0.4,1.2979225827248848
0.5,1.3881959368811507
0.6,1.6040358502547793
0.7,2.0043792661231166
0.8,2.22120394921179
0.9,1.7627813207508463
0.99,1.2624753269162219
