zipf,engine,keys,read_write_ratio,ops_per_txn,batch_size,threads,partitions,average_commit,total_commit
0.0,aria_abort_lock_fix,40000,50,100,1000,12,12,6499.8,6499.8
0.2,aria_abort_lock_fix,40000,50,100,1000,12,12,6134.1,6134.1
0.4,aria_abort_lock_fix,40000,50,100,1000,12,12,4458.1,4458.1
0.6,aria_abort_lock_fix,40000,50,100,1000,12,12,2610.6,2610.6
0.8,aria_abort_lock_fix,40000,50,100,1000,12,12,593.4,593.4
0.9,aria_abort_lock_fix,40000,50,100,1000,12,12,273.8,273.8
0.0,aria_abort_lock_fix,40000,50,100,4000,12,12,1808.6,1808.6
0.2,aria_abort_lock_fix,40000,50,100,4000,12,12,1734.5,1734.5
0.4,aria_abort_lock_fix,40000,50,100,4000,12,12,1415.6,1415.6
0.6,aria_abort_lock_fix,40000,50,100,4000,12,12,228.9,228.9
0.8,aria_abort_lock_fix,40000,50,100,4000,12,12,33.3,33.3
0.9,aria_abort_lock_fix,40000,50,100,4000,12,12,24.8,24.8
0.0,aria_abort_lock_fix,40000,50,10,1000,12,12,534504,534504
0.2,aria_abort_lock_fix,40000,50,10,1000,12,12,383262,383262
0.4,aria_abort_lock_fix,40000,50,10,1000,12,12,374378,374378
0.6,aria_abort_lock_fix,40000,50,10,1000,12,12,136581,136581
0.8,aria_abort_lock_fix,40000,50,10,1000,12,12,62848,62848
0.9,aria_abort_lock_fix,40000,50,10,1000,12,12,49049.7,49049.7
0.0,aria_abort_lock_fix,40000,50,10,4000,12,12,442025,442025
0.2,aria_abort_lock_fix,40000,50,10,4000,12,12,334522,334522
0.4,aria_abort_lock_fix,40000,50,10,4000,12,12,161149,161149
0.6,aria_abort_lock_fix,40000,50,10,4000,12,12,50858.4,50858.4
0.8,aria_abort_lock_fix,40000,50,10,4000,12,12,27614.8,27614.8
0.9,aria_abort_lock_fix,40000,50,10,4000,12,12,21023.5,21023.5
0.0,aria_abort_lock_fix,40000,80,100,1000,12,12,32042.6,32042.6
0.2,aria_abort_lock_fix,40000,80,100,1000,12,12,29471.4,29471.4
0.4,aria_abort_lock_fix,40000,80,100,1000,12,12,19055.6,19055.6
0.6,aria_abort_lock_fix,40000,80,100,1000,12,12,7410.6,7410.6
0.8,aria_abort_lock_fix,40000,80,100,1000,12,12,3792.4,3792.4
0.9,aria_abort_lock_fix,40000,80,100,1000,12,12,1821.7,1821.7
0.0,aria_abort_lock_fix,40000,80,100,4000,12,12,7674.8,7674.8
0.2,aria_abort_lock_fix,40000,80,100,4000,12,12,7234.5,7234.5
0.4,aria_abort_lock_fix,40000,80,100,4000,12,12,4964,4964
0.6,aria_abort_lock_fix,40000,80,100,4000,12,12,2686.5,2686.5
0.8,aria_abort_lock_fix,40000,80,100,4000,12,12,404.6,404.6
0.9,aria_abort_lock_fix,40000,80,100,4000,12,12,159.3,159.3
0.0,aria_abort_lock_fix,40000,80,10,1000,12,12,769264,769264
0.2,aria_abort_lock_fix,40000,80,10,1000,12,12,504080,504080
0.4,aria_abort_lock_fix,40000,80,10,1000,12,12,502208,502208
0.6,aria_abort_lock_fix,40000,80,10,1000,12,12,316096,316096
0.8,aria_abort_lock_fix,40000,80,10,1000,12,12,153379,153379
0.9,aria_abort_lock_fix,40000,80,10,1000,12,12,121210,121210
0.0,aria_abort_lock_fix,40000,80,10,4000,12,12,691919,691919
0.2,aria_abort_lock_fix,40000,80,10,4000,12,12,463955,463955
0.4,aria_abort_lock_fix,40000,80,10,4000,12,12,378366,378366
0.6,aria_abort_lock_fix,40000,80,10,4000,12,12,139930,139930
0.8,aria_abort_lock_fix,40000,80,10,4000,12,12,71331.2,71331.2
0.9,aria_abort_lock_fix,40000,80,10,4000,12,12,59670.7,59670.7
0.0,ariaer_abort_lock_fix,40000,50,100,1000,12,12,7878,7878
0.2,ariaer_abort_lock_fix,40000,50,100,1000,12,12,7354.8,7354.8
0.4,ariaer_abort_lock_fix,40000,50,100,1000,12,12,5319.4,5319.4
0.6,ariaer_abort_lock_fix,40000,50,100,1000,12,12,3315.1,3315.1
0.8,ariaer_abort_lock_fix,40000,50,100,1000,12,12,875.3,875.3
0.9,ariaer_abort_lock_fix,40000,50,100,1000,12,12,403.4,403.4
0.0,ariaer_abort_lock_fix,40000,50,100,4000,12,12,2187.5,2187.5
0.2,ariaer_abort_lock_fix,40000,50,100,4000,12,12,2120,2120
0.4,ariaer_abort_lock_fix,40000,50,100,4000,12,12,1743.5,1743.5
0.6,ariaer_abort_lock_fix,40000,50,100,4000,12,12,544.7,544.7
0.8,ariaer_abort_lock_fix,40000,50,100,4000,12,12,50.1,50.1
0.9,ariaer_abort_lock_fix,40000,50,100,4000,12,12,29.3,29.3
0.0,ariaer_abort_lock_fix,40000,50,10,1000,12,12,525377,525377
0.2,ariaer_abort_lock_fix,40000,50,10,1000,12,12,380213,380213
0.4,ariaer_abort_lock_fix,40000,50,10,1000,12,12,372373,372373
0.6,ariaer_abort_lock_fix,40000,50,10,1000,12,12,145208,145208
0.8,ariaer_abort_lock_fix,40000,50,10,1000,12,12,69924.7,69924.7
0.9,ariaer_abort_lock_fix,40000,50,10,1000,12,12,55617.2,55617.2
0.0,ariaer_abort_lock_fix,40000,50,10,4000,12,12,439799,439799
0.2,ariaer_abort_lock_fix,40000,50,10,4000,12,12,333826,333826
0.4,ariaer_abort_lock_fix,40000,50,10,4000,12,12,162272,162272
0.6,ariaer_abort_lock_fix,40000,50,10,4000,12,12,55133.3,55133.3
0.8,ariaer_abort_lock_fix,40000,50,10,4000,12,12,31337.2,31337.2
0.9,ariaer_abort_lock_fix,40000,50,10,4000,12,12,25376.4,25376.4
0.0,ariaer_abort_lock_fix,40000,80,100,1000,12,12,42852.9,42852.9
0.2,ariaer_abort_lock_fix,40000,80,100,1000,12,12,39971.7,39971.7
0.4,ariaer_abort_lock_fix,40000,80,100,1000,12,12,27735.4,27735.4
0.6,ariaer_abort_lock_fix,40000,80,100,1000,12,12,10355.1,10355.1
0.8,ariaer_abort_lock_fix,40000,80,100,1000,12,12,6891.4,6891.4
0.9,ariaer_abort_lock_fix,40000,80,100,1000,12,12,4156.1,4156.1
0.0,ariaer_abort_lock_fix,40000,80,100,4000,12,12,11801.5,11801.5
0.2,ariaer_abort_lock_fix,40000,80,100,4000,12,12,11123.6,11123.6
0.4,ariaer_abort_lock_fix,40000,80,100,4000,12,12,7599.1,7599.1
0.6,ariaer_abort_lock_fix,40000,80,100,4000,12,12,4124.2,4124.2
0.8,ariaer_abort_lock_fix,40000,80,100,4000,12,12,1558.2,1558.2
0.9,ariaer_abort_lock_fix,40000,80,100,4000,12,12,669.9,669.9
0.0,ariaer_abort_lock_fix,40000,80,10,1000,12,12,765989,765989
0.2,ariaer_abort_lock_fix,40000,80,10,1000,12,12,497391,497391
0.4,ariaer_abort_lock_fix,40000,80,10,1000,12,12,497187,497187
0.6,ariaer_abort_lock_fix,40000,80,10,1000,12,12,339307,339307
0.8,ariaer_abort_lock_fix,40000,80,10,1000,12,12,185783,185783
0.9,ariaer_abort_lock_fix,40000,80,10,1000,12,12,148750,148750
0.0,ariaer_abort_lock_fix,40000,80,10,4000,12,12,686173,686173
0.2,ariaer_abort_lock_fix,40000,80,10,4000,12,12,465188,465188
0.4,ariaer_abort_lock_fix,40000,80,10,4000,12,12,388447,388447
0.6,ariaer_abort_lock_fix,40000,80,10,4000,12,12,163115,163115
0.8,ariaer_abort_lock_fix,40000,80,10,4000,12,12,91467.6,91467.6
0.9,ariaer_abort_lock_fix,40000,80,10,4000,12,12,76453.1,76453.1
0.0,ariaer_ariafb_abort_lock_fix,40000,50,100,1000,12,12,33000,33000
0.2,ariaer_ariafb_abort_lock_fix,40000,50,100,1000,12,12,31712.3,31712.3
0.4,ariaer_ariafb_abort_lock_fix,40000,50,100,1000,12,12,28713.2,28713.2
0.6,ariaer_ariafb_abort_lock_fix,40000,50,100,1000,12,12,16568.7,16568.7
0.8,ariaer_ariafb_abort_lock_fix,40000,50,100,1000,12,12,7310.2,7310.2
0.9,ariaer_ariafb_abort_lock_fix,40000,50,100,1000,12,12,6973.6,6973.6
0.0,ariaer_ariafb_abort_lock_fix,40000,50,100,4000,12,12,30363.8,30363.8
0.2,ariaer_ariafb_abort_lock_fix,40000,50,100,4000,12,12,29561,29561
0.4,ariaer_ariafb_abort_lock_fix,40000,50,100,4000,12,12,26918,26918
0.6,ariaer_ariafb_abort_lock_fix,40000,50,100,4000,12,12,15968.3,15968.3
0.8,ariaer_ariafb_abort_lock_fix,40000,50,100,4000,12,12,7129.7,7129.7
0.9,ariaer_ariafb_abort_lock_fix,40000,50,100,4000,12,12,6811.5,6811.5
0.0,ariaer_ariafb_abort_lock_fix,40000,50,10,1000,12,12,555901,555901
0.2,ariaer_ariafb_abort_lock_fix,40000,50,10,1000,12,12,394900,394900
0.4,ariaer_ariafb_abort_lock_fix,40000,50,10,1000,12,12,389900,389900
0.6,ariaer_ariafb_abort_lock_fix,40000,50,10,1000,12,12,354909,354909
0.8,ariaer_ariafb_abort_lock_fix,40000,50,10,1000,12,12,222232,222232
0.9,ariaer_ariafb_abort_lock_fix,40000,50,10,1000,12,12,151317,151317
0.0,ariaer_ariafb_abort_lock_fix,40000,50,10,4000,12,12,488800,488800
0.2,ariaer_ariafb_abort_lock_fix,40000,50,10,4000,12,12,358400,358400
0.4,ariaer_ariafb_abort_lock_fix,40000,50,10,4000,12,12,350400,350400
0.6,ariaer_ariafb_abort_lock_fix,40000,50,10,4000,12,12,311137,311137
0.8,ariaer_ariafb_abort_lock_fix,40000,50,10,4000,12,12,208228,208228
0.9,ariaer_ariafb_abort_lock_fix,40000,50,10,4000,12,12,145628,145628
0.0,ariaer_ariafb_abort_lock_fix,40000,80,100,1000,12,12,61066.5,61066.5
0.2,ariaer_ariafb_abort_lock_fix,40000,80,100,1000,12,12,57400,57400
0.4,ariaer_ariafb_abort_lock_fix,40000,80,100,1000,12,12,51673.7,51673.7
0.6,ariaer_ariafb_abort_lock_fix,40000,80,100,1000,12,12,32184,32184
0.8,ariaer_ariafb_abort_lock_fix,40000,80,100,1000,12,12,13856.9,13856.9
0.9,ariaer_ariafb_abort_lock_fix,40000,80,100,1000,12,12,11565,11565
0.0,ariaer_ariafb_abort_lock_fix,40000,80,100,4000,12,12,49973.9,49973.9
0.2,ariaer_ariafb_abort_lock_fix,40000,80,100,4000,12,12,47773.2,47773.2
0.4,ariaer_ariafb_abort_lock_fix,40000,80,100,4000,12,12,44404.9,44404.9
0.6,ariaer_ariafb_abort_lock_fix,40000,80,100,4000,12,12,29756.4,29756.4
0.8,ariaer_ariafb_abort_lock_fix,40000,80,100,4000,12,12,13238.1,13238.1
0.9,ariaer_ariafb_abort_lock_fix,40000,80,100,4000,12,12,11072.8,11072.8
0.0,ariaer_ariafb_abort_lock_fix,40000,80,10,1000,12,12,767400,767400
0.2,ariaer_ariafb_abort_lock_fix,40000,80,10,1000,12,12,492300,492300
0.4,ariaer_ariafb_abort_lock_fix,40000,80,10,1000,12,12,493300,493300
0.6,ariaer_ariafb_abort_lock_fix,40000,80,10,1000,12,12,483100,483100
0.8,ariaer_ariafb_abort_lock_fix,40000,80,10,1000,12,12,373000,373000
0.9,ariaer_ariafb_abort_lock_fix,40000,80,10,1000,12,12,283180,283180
0.0,ariaer_ariafb_abort_lock_fix,40000,80,10,4000,12,12,711200,711200
0.2,ariaer_ariafb_abort_lock_fix,40000,80,10,4000,12,12,472800,472800
0.4,ariaer_ariafb_abort_lock_fix,40000,80,10,4000,12,12,470000,470000
0.6,ariaer_ariafb_abort_lock_fix,40000,80,10,4000,12,12,445600,445600
0.8,ariaer_ariafb_abort_lock_fix,40000,80,10,4000,12,12,343600,343600
0.9,ariaer_ariafb_abort_lock_fix,40000,80,10,4000,12,12,266427,266427
0.0,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,7774.4,7774.4
0.2,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,7352.3,7352.3
0.4,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,5307.5,5307.5
0.6,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,3309.2,3309.2
0.8,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,875.8,875.8
0.9,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,1000,12,12,403.8,403.8
0.0,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,4000,12,12,2140.7,2140.7
0.2,ariaer_cache_fix_v2_abort_lock_fix,40000,50,100,4000,12,12,2155.6,2155.6
