zipf,engine,keys,read_write_ratio,ops_per_txn,batch_size,threads,partitions,average_commit,total_commit
0.0,aria,40000,80,100,1000,12,12,41355.2,41355.2
0.2,aria,40000,80,100,1000,12,12,35952.8,35952.8
0.4,aria,40000,80,100,1000,12,12,25624.8,25624.8
0.6,aria,40000,80,100,1000,12,12,7940.5,7940.5
0.8,aria,40000,80,100,1000,12,12,823.6,823.6
0.9,aria,40000,80,100,1000,12,12,293.6,293.6
0.0,aria,40000,80,100,4000,12,12,10787.6,10787.6
0.2,aria,40000,80,100,4000,12,12,9321.3,9321.3
0.4,aria,40000,80,100,4000,12,12,6575.7,6575.7
0.6,aria,40000,80,100,4000,12,12,2019.8,2019.8
0.8,aria,40000,80,100,4000,12,12,203.1,203.1
0.9,aria,40000,80,100,4000,12,12,71.7,71.7
0.0,aria,40000,80,10,1000,12,12,808324,808324
0.2,aria,40000,80,10,1000,12,12,508986,508986
0.4,aria,40000,80,10,1000,12,12,505012,505012
0.6,aria,40000,80,10,1000,12,12,494576,494576
0.8,aria,40000,80,10,1000,12,12,385310,385310
0.9,aria,40000,80,10,1000,12,12,283703,283703
0.0,aria,40000,80,10,4000,12,12,755014,755014
0.2,aria,40000,80,10,4000,12,12,482734,482734
0.4,aria,40000,80,10,4000,12,12,474515,474515
0.6,aria,40000,80,10,4000,12,12,435761,435761
0.8,aria,40000,80,10,4000,12,12,299505,299505
0.9,aria,40000,80,10,4000,12,12,217611,217611
0.0,ariaer,40000,80,100,1000,12,12,47617.8,47617.8
0.2,ariaer,40000,80,100,1000,12,12,41989.4,41989.4
0.4,ariaer,40000,80,100,1000,12,12,31799.6,31799.6
0.6,ariaer,40000,80,100,1000,12,12,12876.3,12876.3
0.8,ariaer,40000,80,100,1000,12,12,1915.8,1915.8
0.9,ariaer,40000,80,100,1000,12,12,545.4,545.4
0.0,ariaer,40000,80,100,4000,12,12,14580.1,14580.1
0.2,ariaer,40000,80,100,4000,12,12,12584.4,12584.4
0.4,ariaer,40000,80,100,4000,12,12,9258.2,9258.2
0.6,ariaer,40000,80,100,4000,12,12,3749.3,3749.3
0.8,ariaer,40000,80,100,4000,12,12,516.3,516.3
0.9,ariaer,40000,80,100,4000,12,12,139.5,139.5
0.0,ariaer,40000,80,10,1000,12,12,808721,808721
0.2,ariaer,40000,80,10,1000,12,12,506877,506877
0.4,ariaer,40000,80,10,1000,12,12,505312,505312
0.6,ariaer,40000,80,10,1000,12,12,494350,494350
0.8,ariaer,40000,80,10,1000,12,12,392770,392770
0.9,ariaer,40000,80,10,1000,12,12,299202,299202
0.0,ariaer,40000,80,10,4000,12,12,741776,741776
0.2,ariaer,40000,80,10,4000,12,12,480415,480415
0.4,ariaer,40000,80,10,4000,12,12,475157,475157
0.6,ariaer,40000,80,10,4000,12,12,433753,433753
0.8,ariaer,40000,80,10,4000,12,12,315179,315179
0.9,ariaer,40000,80,10,4000,12,12,237891,237891
0.0,ariafb,40000,80,100,1000,12,12,61202.1,61202.1
0.2,ariafb,40000,80,100,1000,12,12,57409,57409
0.4,ariafb,40000,80,100,1000,12,12,51662.9,51662.9
0.6,ariafb,40000,80,100,1000,12,12,31966.4,31966.4
0.8,ariafb,40000,80,100,1000,12,12,13810.9,13810.9
0.9,ariafb,40000,80,100,1000,12,12,11531.8,11531.8
0.0,ariafb,40000,80,100,4000,12,12,50276,50276
0.2,ariafb,40000,80,100,4000,12,12,47827.1,47827.1
0.4,ariafb,40000,80,100,4000,12,12,44474,44474
0.6,ariafb,40000,80,100,4000,12,12,29743.8,29743.8
0.8,ariafb,40000,80,100,4000,12,12,13203.8,13203.8
0.9,ariafb,40000,80,100,4000,12,12,11069,11069
0.0,ariafb,40000,80,10,1000,12,12,765300,765300
0.2,ariafb,40000,80,10,1000,12,12,492800,492800
0.4,ariafb,40000,80,10,1000,12,12,493000,493000
0.6,ariafb,40000,80,10,1000,12,12,480300,480300
0.8,ariafb,40000,80,10,1000,12,12,372218,372218
0.9,ariafb,40000,80,10,1000,12,12,283212,283212
0.0,ariafb,40000,80,10,4000,12,12,709200,709200
0.2,ariafb,40000,80,10,4000,12,12,470400,470400
0.4,ariafb,40000,80,10,4000,12,12,469200,469200
0.6,ariafb,40000,80,10,4000,12,12,445200,445200
0.8,ariafb,40000,80,10,4000,12,12,342800,342800
0.9,ariafb,40000,80,10,4000,12,12,265600,265600
