zipf,aria_time_experiment_over_ariaer_cache_fix_v2_time_experiment
0,1.0067340550957262
0.1,1.012680082146418
0.2,1.0170268268297085
0.3,1.0160849110652042
0.4,1.0228180417304964
0.5,1.0332400819180212
0.6,1.0489024705383305
0.7,1.0654191215252868
0.8,1.073145514238001
0.9,1.0744651836699908
0.99,1.0676726513028592
