zipf,engine,keys,read_write_ratio,ops_per_txn,batch_size,threads,partitions,average_commit,total_commit
0.0,ariaer_cache_fix_v2,40000,80,100,1000,48,12,98652.1,98652.1
0.2,ariaer_cache_fix_v2,40000,80,100,1000,48,12,88339,88339
0.4,ariaer_cache_fix_v2,40000,80,100,1000,48,12,66281.2,66281.2
0.6,ariaer_cache_fix_v2,40000,80,100,1000,48,12,26579.5,26579.5
0.8,ariaer_cache_fix_v2,40000,80,100,1000,48,12,3908.1,3908.1
0.9,ariaer_cache_fix_v2,40000,80,100,1000,48,12,1087.8,1087.8
0.0,ariaer_cache_fix_v2,40000,80,100,4000,48,12,28423.1,28423.1
0.2,ariaer_cache_fix_v2,40000,80,100,4000,48,12,25280.6,25280.6
0.4,ariaer_cache_fix_v2,40000,80,100,4000,48,12,18587.9,18587.9
0.6,ariaer_cache_fix_v2,40000,80,100,4000,48,12,7445.9,7445.9
0.8,ariaer_cache_fix_v2,40000,80,100,4000,48,12,990.4,990.4
0.9,ariaer_cache_fix_v2,40000,80,100,4000,48,12,274.1,274.1
0.0,ariaer_cache_fix_v2,40000,80,10,1000,48,12,1.53935e+06,1.53935e+06
0.2,ariaer_cache_fix_v2,40000,80,10,1000,48,12,1.06984e+06,1.06984e+06
0.4,ariaer_cache_fix_v2,40000,80,10,1000,48,12,1.05874e+06,1.05874e+06
0.6,ariaer_cache_fix_v2,40000,80,10,1000,48,12,1.02832e+06,1.02832e+06
0.8,ariaer_cache_fix_v2,40000,80,10,1000,48,12,794912,794912
0.9,ariaer_cache_fix_v2,40000,80,10,1000,48,12,612050,612050
0.0,ariaer_cache_fix_v2,40000,80,10,4000,48,12,1.5333e+06,1.5333e+06
0.2,ariaer_cache_fix_v2,40000,80,10,4000,48,12,1.06577e+06,1.06577e+06
0.4,ariaer_cache_fix_v2,40000,80,10,4000,48,12,1.04822e+06,1.04822e+06
0.6,ariaer_cache_fix_v2,40000,80,10,4000,48,12,960601,960601
0.8,ariaer_cache_fix_v2,40000,80,10,4000,48,12,677084,677084
0.9,ariaer_cache_fix_v2,40000,80,10,4000,48,12,513451,513451
0.0,ariaer,40000,80,100,1000,48,12,100616,100616
0.2,ariaer,40000,80,100,1000,48,12,88917.3,88917.3
0.4,ariaer,40000,80,100,1000,48,12,67062.1,67062.1
0.6,ariaer,40000,80,100,1000,48,12,26878.7,26878.7
0.8,ariaer,40000,80,100,1000,48,12,3926.9,3926.9
0.9,ariaer,40000,80,100,1000,48,12,1113.9,1113.9
0.0,ariaer,40000,80,100,4000,48,12,28934.6,28934.6
0.2,ariaer,40000,80,100,4000,48,12,25439.9,25439.9
0.4,ariaer,40000,80,100,4000,48,12,18711.3,18711.3
0.6,ariaer,40000,80,100,4000,48,12,7558.9,7558.9
0.8,ariaer,40000,80,100,4000,48,12,1029.8,1029.8
0.9,ariaer,40000,80,100,4000,48,12,276.8,276.8
0.0,ariaer,40000,80,10,1000,48,12,1.53598e+06,1.53598e+06
0.2,ariaer,40000,80,10,1000,48,12,1.07917e+06,1.07917e+06
0.4,ariaer,40000,80,10,1000,48,12,1.06649e+06,1.06649e+06
0.6,ariaer,40000,80,10,1000,48,12,1.03848e+06,1.03848e+06
0.8,ariaer,40000,80,10,1000,48,12,815048,815048
0.9,ariaer,40000,80,10,1000,48,12,619461,619461
0.0,ariaer,40000,80,10,4000,48,12,1.52673e+06,1.52673e+06
0.2,ariaer,40000,80,10,4000,48,12,1.06795e+06,1.06795e+06
0.4,ariaer,40000,80,10,4000,48,12,1.05137e+06,1.05137e+06
0.6,ariaer,40000,80,10,4000,48,12,960327,960327
0.8,ariaer,40000,80,10,4000,48,12,684436,684436
0.9,ariaer,40000,80,10,4000,48,12,515564,515564
